dataset,bag_size,n_prototypes,lambda_fused_lasso,lambda_prototypes,n_runs,mean_accuracy,std_accuracy,ci95_lower,ci95_upper
Herring,164,60,3.0106231124573584e-05,1e-08,3,0.7232780291603821,0.024611268497229603,0.6954277570761137,0.7511283012446505
Herring,164,60,3.0106231124573584e-05,0.0001,3,0.7232780291603821,0.024611268497229603,0.6954277570761137,0.7511283012446505
Herring,164,60,3.0106231124573584e-05,0.01,3,0.7245852187028659,0.024093104723071437,0.6973213041278068,0.7518491332779249
